code	name
0	compute-1-1
1	compute-1-3
2	compute-1-5
3	compute-1-7
4	compute-1-9
5	compute-1-11
6	compute-1-13
7	compute-1-15
8	compute-1-17
9	compute-1-19
10	compute-1-21
11	compute-1-23
12	compute-1-25
13	compute-1-27
14	compute-1-29
15	compute-1-31
16	compute-1-33
17	compute-1-35
18	compute-1-37
19	compute-1-39
20	compute-1-41
21	compute-1-43
22	compute-1-45
23	compute-1-47
24	compute-1-49
25	compute-1-51
26	compute-1-53
27	compute-1-55
28	compute-1-57
29	compute-1-59
30	compute-1-2
31	compute-1-4
32	compute-1-6
33	compute-1-8
34	compute-1-10
35	compute-1-12
36	compute-1-14
37	compute-1-16
38	compute-1-18
39	compute-1-20
40	compute-1-22
41	compute-1-24
42	compute-1-26
43	compute-1-28
44	compute-1-30
45	compute-1-32
46	compute-1-34
47	compute-1-36
48	compute-1-38
49	compute-1-40
50	compute-1-42
51	compute-1-44
52	compute-1-46
53	compute-1-48
54	compute-1-50
55	compute-1-52
56	compute-1-54
57	compute-1-56
58	compute-1-58
59	compute-1-60
60	compute-2-1
61	compute-2-3
62	compute-2-5
63	compute-2-7
64	compute-2-9
65	compute-2-11
66	compute-2-13
67	compute-2-15
68	compute-2-17
69	compute-2-19
70	compute-2-21
71	compute-2-23
72	compute-2-25
73	compute-2-27
74	compute-2-29
75	compute-2-31
76	compute-2-33
77	compute-2-35
78	compute-2-37
79	compute-2-39
80	compute-2-41
81	compute-2-43
82	compute-2-45
83	compute-2-47
84	compute-2-49
85	compute-2-51
86	compute-2-53
87	compute-2-55
88	compute-2-57
89	compute-2-59
90	compute-2-2
91	compute-2-4
92	compute-2-6
93	compute-2-8
94	compute-2-10
95	compute-2-12
96	compute-2-14
97	compute-2-16
98	compute-2-18
99	compute-2-20
100	compute-2-22
101	compute-2-24
102	compute-2-26
103	compute-2-28
104	compute-2-30
105	compute-2-32
106	compute-2-34
107	compute-2-36
108	compute-2-38
109	compute-2-40
110	compute-2-42
111	compute-2-44
112	compute-2-46
113	compute-2-48
114	compute-2-50
115	compute-2-52
116	compute-2-54
117	compute-2-56
118	compute-2-58
119	compute-2-60
120	compute-3-1
121	compute-3-3
122	compute-3-5
123	compute-3-7
124	compute-3-9
125	compute-3-11
126	compute-3-13
127	compute-3-15
128	compute-3-17
129	compute-3-19
130	compute-3-21
131	compute-3-23
132	compute-3-25
133	compute-3-27
134	compute-3-29
135	compute-3-31
136	compute-3-33
137	compute-3-35
138	compute-3-37
139	compute-3-39
140	compute-3-41
141	compute-3-43
142	compute-3-45
143	compute-3-47
144	compute-3-49
145	compute-3-51
146	compute-3-53
147	compute-3-55
148	compute-3-2
149	compute-3-4
150	compute-3-6
151	compute-3-8
152	compute-3-10
153	compute-3-12
154	compute-3-14
155	compute-3-16
156	compute-3-18
157	compute-3-20
158	compute-3-22
159	compute-3-24
160	compute-3-26
161	compute-3-28
162	compute-3-30
163	compute-3-32
164	compute-3-34
165	compute-3-36
166	compute-3-38
167	compute-3-40
168	compute-3-42
169	compute-3-44
170	compute-3-46
171	compute-3-48
172	compute-3-50
173	compute-3-52
174	compute-3-54
175	compute-3-56
176	compute-4-1
177	compute-4-3
178	compute-4-5
179	compute-4-7
180	compute-4-9
181	compute-4-11
182	compute-4-13
183	compute-4-15
184	compute-4-17
185	compute-4-19
186	compute-4-21
187	compute-4-23
188	compute-4-25
189	compute-4-27
190	compute-4-29
191	compute-4-31
192	compute-4-33
193	compute-4-35
194	compute-4-37
195	compute-4-39
196	compute-4-41
197	compute-4-43
198	compute-4-45
199	compute-4-47
200	compute-4-2
201	compute-4-4
202	compute-4-6
203	compute-4-8
204	compute-4-10
205	compute-4-12
206	compute-4-14
207	compute-4-16
208	compute-4-18
209	compute-4-20
210	compute-4-22
211	compute-4-24
212	compute-4-26
213	compute-4-28
214	compute-4-30
215	compute-4-32
216	compute-4-34
217	compute-4-36
218	compute-4-38
219	compute-4-40
220	compute-4-42
221	compute-4-44
222	compute-4-46
223	compute-4-48
224	compute-5-1
225	compute-5-3
226	compute-5-5
227	compute-5-7
228	compute-5-9
229	compute-5-11
230	compute-5-13
231	compute-5-15
232	compute-5-17
233	compute-5-19
234	compute-5-21
235	compute-5-23
236	compute-5-2
237	compute-5-4
238	compute-5-6
239	compute-5-8
240	compute-5-10
241	compute-5-12
242	compute-5-14
243	compute-5-16
244	compute-5-18
245	compute-5-20
246	compute-5-22
247	compute-5-24
248	compute-6-1
249	compute-6-3
250	compute-6-5
251	compute-6-7
252	compute-6-9
253	compute-6-11
254	compute-6-13
255	compute-6-15
256	compute-6-17
257	compute-6-19
258	compute-6-2
259	compute-6-4
260	compute-6-6
261	compute-6-8
262	compute-6-10
263	compute-6-12
264	compute-6-14
265	compute-6-16
266	compute-6-18
267	compute-6-20
268	compute-7-1
269	compute-7-3
270	compute-7-5
271	compute-7-7
272	compute-7-9
273	compute-7-11
274	compute-7-13
275	compute-7-15
276	compute-7-17
277	compute-7-19
278	compute-7-21
279	compute-7-23
280	compute-7-25
281	compute-7-27
282	compute-7-29
283	compute-7-31
284	compute-7-33
285	compute-7-35
286	compute-7-37
287	compute-7-39
288	compute-7-41
289	compute-7-43
290	compute-7-45
291	compute-7-47
292	compute-7-49
293	compute-7-51
294	compute-7-53
295	compute-7-55
296	compute-7-57
297	compute-7-59
298	compute-7-2
299	compute-7-6
300	compute-7-8
301	compute-7-10
302	compute-7-12
303	compute-7-14
304	compute-7-16
305	compute-7-18
306	compute-7-20
307	compute-7-22
308	compute-7-24
309	compute-7-26
310	compute-7-28
311	compute-7-30
312	compute-7-32
313	compute-7-34
314	compute-7-36
315	compute-7-38
316	compute-7-40
317	compute-7-42
318	compute-7-44
319	compute-7-46
320	compute-7-48
321	compute-7-50
322	compute-7-52
323	compute-7-54
324	compute-7-56
325	compute-7-58
326	compute-7-60
327	compute-8-1
328	compute-8-3
329	compute-8-5
330	compute-8-7
331	compute-8-9
332	compute-8-11
333	compute-8-13
334	compute-8-15
335	compute-8-17
336	compute-8-19
337	compute-8-21
338	compute-8-23
339	compute-8-25
340	compute-8-27
341	compute-8-29
342	compute-8-31
343	compute-8-33
344	compute-8-35
345	compute-8-37
346	compute-8-39
347	compute-8-41
348	compute-8-43
349	compute-8-45
350	compute-8-47
351	compute-8-49
352	compute-8-51
353	compute-8-53
354	compute-8-55
355	compute-8-57
356	compute-8-59
357	compute-8-2
358	compute-8-4
359	compute-8-6
360	compute-8-8
361	compute-8-10
362	compute-8-12
363	compute-8-14
364	compute-8-16
365	compute-8-18
366	compute-8-20
367	compute-8-22
368	compute-8-24
369	compute-8-26
370	compute-8-28
371	compute-8-30
372	compute-8-32
373	compute-8-34
374	compute-8-36
375	compute-8-38
376	compute-8-40
377	compute-8-42
378	compute-8-44
379	compute-8-46
380	compute-8-48
381	compute-8-50
382	compute-8-52
383	compute-8-54
384	compute-8-56
385	compute-8-58
386	compute-8-60
387	compute-9-1
388	compute-9-3
389	compute-9-5
390	compute-9-7
391	compute-9-9
392	compute-9-11
393	compute-9-13
394	compute-9-15
395	compute-9-17
396	compute-9-19
397	compute-9-21
398	compute-9-23
399	compute-9-25
400	compute-9-27
401	compute-9-29
402	compute-9-31
403	compute-9-33
404	compute-9-35
405	compute-9-37
406	compute-9-39
407	compute-9-41
408	compute-9-43
409	compute-9-45
410	compute-9-47
411	compute-9-49
412	compute-9-51
413	compute-9-53
414	compute-9-55
415	compute-9-57
416	compute-9-59
417	compute-9-2
418	compute-9-4
419	compute-9-6
420	compute-9-8
421	compute-9-10
422	compute-9-12
423	compute-9-14
424	compute-9-16
425	compute-9-18
426	compute-9-20
427	compute-9-22
428	compute-9-24
429	compute-9-26
430	compute-9-28
431	compute-9-30
432	compute-9-32
433	compute-9-34
434	compute-9-36
435	compute-9-38
436	compute-9-40
437	compute-9-42
438	compute-9-44
439	compute-9-46
440	compute-9-48
441	compute-9-50
442	compute-9-52
443	compute-9-54
444	compute-9-56
445	compute-9-58
446	compute-9-60
447	compute-10-25
448	compute-10-27
449	compute-10-29
450	compute-10-31
451	compute-10-33
452	compute-10-35
453	compute-10-37
454	compute-10-39
455	compute-10-41
456	compute-10-43
457	compute-10-26
458	compute-10-28
459	compute-10-30
460	compute-10-32
461	compute-10-34
462	compute-10-36
463	compute-10-38
464	compute-10-40
465	compute-10-42
466	compute-10-44